,0,1,2,3
32,0.8101851851851852,0.18981481481481483,0.4155405405405405,0.5844594594594594
33,0.7647058823529411,0.23529411764705882,0.3285024154589372,0.6714975845410628
34,0.7329545454545454,0.26704545454545453,0.5987261146496815,0.4012738853503185
35,0.8359550561797753,0.16404494382022472,0.32432432432432434,0.6756756756756757
36,0.7920277296360485,0.20797227036395147,0.3448275862068966,0.6551724137931034
37,0.8772845953002611,0.1227154046997389,0.4392523364485981,0.5607476635514018
38,0.767816091954023,0.23218390804597702,0.32063492063492066,0.6793650793650794
39,0.8694690265486725,0.13053097345132744,0.425531914893617,0.574468085106383
40,0.7613365155131265,0.2386634844868735,0.33554817275747506,0.6644518272425249
41,0.7412008281573499,0.2587991718426501,0.4827586206896552,0.5172413793103449
42,0.7865853658536586,0.21341463414634146,0.319634703196347,0.680365296803653
43,0.8235294117647058,0.17647058823529413,0.3046875,0.6953125
44,0.6898395721925134,0.31016042780748665,0.42142857142857143,0.5785714285714286
45,0.7902946273830156,0.2097053726169844,0.4107744107744108,0.5892255892255892
46,0.7714285714285715,0.22857142857142856,0.2916666666666667,0.7083333333333334
47,0.77,0.23,0.3026315789473684,0.6973684210526315
48,0.9055441478439425,0.0944558521560575,0.6865671641791045,0.31343283582089554
49,0.780564263322884,0.219435736677116,0.43167701863354035,0.5683229813664596
50,0.7651821862348178,0.23481781376518218,0.375,0.625
51,0.7255639097744361,0.2744360902255639,0.35960591133004927,0.6403940886699507
52,0.7134146341463414,0.2865853658536585,0.24479166666666666,0.7552083333333334
53,0.8748019017432647,0.12519809825673534,0.35267857142857145,0.6473214285714286
54,0.8993576017130621,0.1006423982869379,0.5222222222222223,0.4777777777777778
55,0.7251082251082251,0.2748917748917749,0.5526315789473685,0.4473684210526316
56,0.9207650273224044,0.07923497267759563,0.6170212765957447,0.3829787234042553
57,0.761437908496732,0.238562091503268,0.36683417085427134,0.6331658291457286
58,0.7352941176470589,0.2647058823529412,0.25862068965517243,0.7413793103448276
59,0.7407407407407407,0.25925925925925924,0.3671875,0.6328125
60,0.8683274021352313,0.13167259786476868,0.47435897435897434,0.5256410256410257
61,0.7346570397111913,0.26534296028880866,0.44144144144144143,0.5585585585585585
62,0.6928104575163399,0.30718954248366015,0.39166666666666666,0.6083333333333333
63,0.8900709219858156,0.1099290780141844,0.46564885496183206,0.5343511450381679
64,0.7438423645320197,0.2561576354679803,0.41644562334217505,0.583554376657825
65,0.7252066115702479,0.27479338842975204,0.4230769230769231,0.5769230769230769
66,0.780373831775701,0.21962616822429906,0.3275862068965517,0.6724137931034483
67,0.7416666666666667,0.25833333333333336,0.3576923076923077,0.6423076923076924
68,0.8914893617021277,0.10851063829787234,0.5252525252525253,0.47474747474747475
69,0.7337662337662337,0.2662337662337662,0.5668202764976958,0.43317972350230416
70,0.7585470085470085,0.24145299145299146,0.35514018691588783,0.6448598130841121
71,0.7306273062730627,0.2693726937269373,0.44108761329305135,0.5589123867069486
72,0.7725225225225225,0.22747747747747749,0.404,0.596
73,0.8913649025069638,0.10863509749303621,0.4634146341463415,0.5365853658536586
74,0.9073359073359073,0.09266409266409266,0.47058823529411764,0.5294117647058824
75,0.9064124783362218,0.09358752166377816,0.6835443037974683,0.31645569620253167
76,0.9008810572687225,0.09911894273127753,0.5057471264367817,0.4942528735632184
77,0.7195767195767195,0.2804232804232804,0.3925925925925926,0.6074074074074074
78,0.7231503579952268,0.27684964200477324,0.5686274509803921,0.43137254901960786
79,0.7885714285714286,0.21142857142857144,0.3826530612244898,0.6173469387755102
80,0.7457627118644068,0.2542372881355932,0.2839506172839506,0.7160493827160493
81,0.7349397590361446,0.26506024096385544,0.5409836065573771,0.45901639344262296
82,0.7238938053097345,0.2761061946902655,0.43575418994413406,0.5642458100558659
83,0.7638888888888888,0.2361111111111111,0.3433333333333333,0.6566666666666666
84,0.8413978494623656,0.1586021505376344,0.4027777777777778,0.5972222222222222
85,0.7262295081967213,0.27377049180327867,0.4813753581661891,0.5186246418338109
86,0.7307692307692307,0.2692307692307692,0.6086956521739131,0.391304347826087
87,0.7883333333333333,0.21166666666666667,0.35694050991501414,0.6430594900849859
88,0.7662037037037037,0.2337962962962963,0.3713235294117647,0.6286764705882353
89,0.8139183055975794,0.18608169440242056,0.4155405405405405,0.5844594594594594
90,0.8925501432664756,0.10744985673352435,0.5319148936170213,0.46808510638297873
91,0.7451612903225806,0.25483870967741934,0.5369127516778524,0.46308724832214765
92,0.9209621993127147,0.07903780068728522,0.6764705882352942,0.3235294117647059
93,0.6965174129353234,0.3034825870646766,0.4357142857142857,0.5642857142857143
94,0.7487179487179487,0.2512820512820513,0.34507042253521125,0.6549295774647887
95,0.7611607142857143,0.23883928571428573,0.334375,0.665625
96,0.7480314960629921,0.25196850393700787,0.34408602150537637,0.6559139784946236
97,0.9112903225806451,0.08870967741935484,0.5487804878048781,0.45121951219512196
98,0.8914728682170543,0.10852713178294573,0.46551724137931033,0.5344827586206896
99,0.8083333333333333,0.19166666666666668,0.30666666666666664,0.6933333333333334
