,0,1,2,3
0,0.7466666666666667,0.25333333333333335,0.6064516129032258,0.3935483870967742
1,0.9119170984455959,0.08808290155440414,0.6226415094339622,0.37735849056603776
2,0.7905759162303665,0.2094240837696335,0.24691358024691357,0.7530864197530864
3,0.7203947368421053,0.27960526315789475,0.36909871244635195,0.630901287553648
4,0.7229437229437229,0.27705627705627706,0.4740740740740741,0.5259259259259259
5,0.8856041131105399,0.11439588688946016,0.5084745762711864,0.4915254237288136
6,0.7217235188509874,0.27827648114901254,0.5016181229773463,0.49838187702265374
7,0.7605633802816901,0.23943661971830985,0.3117283950617284,0.6882716049382716
8,0.7136563876651982,0.28634361233480177,0.4074074074074074,0.5925925925925926
9,0.8048387096774193,0.19516129032258064,0.41156462585034015,0.5884353741496599
10,0.7260869565217392,0.27391304347826084,0.40189873417721517,0.5981012658227848
11,0.7993421052631579,0.20065789473684212,0.28846153846153844,0.7115384615384616
12,0.728421052631579,0.27157894736842103,0.4742647058823529,0.5257352941176471
13,0.7690288713910761,0.23097112860892388,0.34509803921568627,0.6549019607843137
14,0.7679671457905544,0.23203285420944558,0.3944636678200692,0.6055363321799307
15,0.7851239669421488,0.21487603305785125,0.37681159420289856,0.6231884057971014
16,0.7037037037037037,0.2962962962962963,0.36363636363636365,0.6363636363636364
17,0.905940594059406,0.09405940594059406,0.6951219512195121,0.3048780487804878
18,0.7694174757281553,0.23058252427184467,0.3242320819112628,0.6757679180887372
19,0.7276341948310139,0.27236580516898606,0.5131086142322098,0.4868913857677903
20,0.7276995305164319,0.27230046948356806,0.5412844036697247,0.45871559633027525
21,0.7135922330097088,0.28640776699029125,0.4054982817869416,0.5945017182130584
22,0.793168880455408,0.20683111954459202,0.3879003558718861,0.6120996441281139
23,0.7395833333333334,0.2604166666666667,0.5736434108527132,0.4263565891472868
24,0.7304964539007093,0.2695035460992908,0.29615384615384616,0.7038461538461539
25,0.7859649122807018,0.21403508771929824,0.3398876404494382,0.6601123595505618
26,0.8070175438596491,0.19298245614035087,0.4444444444444444,0.5555555555555556
27,0.8621621621621621,0.13783783783783785,0.3269230769230769,0.6730769230769231
28,0.8776699029126214,0.12233009708737864,0.4144736842105263,0.5855263157894737
29,0.7022900763358778,0.29770992366412213,0.46987951807228917,0.5301204819277109
30,0.7655786350148368,0.2344213649851632,0.37089201877934275,0.6291079812206573
31,0.7360406091370558,0.2639593908629442,0.42162162162162165,0.5783783783783784
