,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.5602836879432624,0.19858156028368795,0.1702127659574468,0.07092198581560284,0.5416666666666666,0.14583333333333334,0.20833333333333334,0.10416666666666667,0.5111111111111111,0.2,0.17777777777777778,0.1111111111111111,0.4,0.13333333333333333,0.1,0.36666666666666664
1,0.8171428571428572,0.07428571428571429,0.08571428571428572,0.022857142857142857,0.6428571428571429,0.07142857142857142,0.21428571428571427,0.07142857142857142,0.9523809523809523,0.047619047619047616,0.0,0.0,0.2222222222222222,0.0,0.3333333333333333,0.4444444444444444
2,0.6973684210526315,0.09210526315789473,0.13157894736842105,0.07894736842105263,0.45,0.15,0.1,0.3,0.6111111111111112,0.16666666666666666,0.1111111111111111,0.1111111111111111,0.04838709677419355,0.11290322580645161,0.06451612903225806,0.7741935483870968
3,0.5092592592592593,0.23148148148148148,0.16666666666666666,0.09259259259259259,0.4444444444444444,0.17777777777777778,0.2,0.17777777777777778,0.5476190476190477,0.16666666666666666,0.16666666666666666,0.11904761904761904,0.1506849315068493,0.0684931506849315,0.0958904109589041,0.684931506849315
4,0.5266272189349113,0.1952662721893491,0.17751479289940827,0.10059171597633136,0.4603174603174603,0.15873015873015872,0.19047619047619047,0.19047619047619047,0.5409836065573771,0.16393442622950818,0.14754098360655737,0.14754098360655737,0.25,0.1388888888888889,0.125,0.4861111111111111
5,0.7848837209302325,0.09593023255813954,0.09302325581395349,0.02616279069767442,0.6511627906976745,0.046511627906976744,0.06976744186046512,0.23255813953488372,0.717391304347826,0.17391304347826086,0.06521739130434782,0.043478260869565216,0.3181818181818182,0.0,0.1590909090909091,0.5227272727272727
6,0.5365853658536586,0.1902439024390244,0.16097560975609757,0.11219512195121951,0.3974358974358974,0.19230769230769232,0.1794871794871795,0.23076923076923078,0.5735294117647058,0.1323529411764706,0.14705882352941177,0.14705882352941177,0.2962962962962963,0.19753086419753085,0.13580246913580246,0.37037037037037035
7,0.6037735849056604,0.1509433962264151,0.15723270440251572,0.0880503144654088,0.4423076923076923,0.15384615384615385,0.21153846153846154,0.19230769230769232,0.6071428571428571,0.19642857142857142,0.14285714285714285,0.05357142857142857,0.04672897196261682,0.08411214953271028,0.11214953271028037,0.7570093457943925
8,0.524390243902439,0.1951219512195122,0.14634146341463414,0.13414634146341464,0.34375,0.1875,0.15625,0.3125,0.5806451612903226,0.0967741935483871,0.16129032258064516,0.16129032258064516,0.20408163265306123,0.14285714285714285,0.20408163265306123,0.4489795918367347
9,0.68,0.148,0.116,0.056,0.5846153846153846,0.13846153846153847,0.12307692307692308,0.15384615384615385,0.5849056603773585,0.16981132075471697,0.1509433962264151,0.09433962264150944,0.125,0.11363636363636363,0.09090909090909091,0.6704545454545454
10,0.5535714285714286,0.19047619047619047,0.16666666666666666,0.08928571428571429,0.46153846153846156,0.16923076923076924,0.18461538461538463,0.18461538461538463,0.5,0.20689655172413793,0.1724137931034483,0.1206896551724138,0.16666666666666666,0.11458333333333333,0.08333333333333333,0.6354166666666666
11,0.6890756302521008,0.14285714285714285,0.12605042016806722,0.04201680672268908,0.42857142857142855,0.14285714285714285,0.17857142857142858,0.25,0.5,0.16666666666666666,0.2222222222222222,0.1111111111111111,0.09722222222222222,0.013888888888888888,0.1111111111111111,0.7777777777777778
