,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.5928571428571429,0.15357142857142858,0.17857142857142858,0.075,0.49473684210526314,0.18947368421052632,0.21052631578947367,0.10526315789473684,0.4574468085106383,0.2872340425531915,0.1595744680851064,0.09574468085106383,0.3898305084745763,0.1016949152542373,0.15254237288135594,0.3559322033898305
1,0.8233618233618234,0.08547008547008547,0.07122507122507123,0.019943019943019943,0.7272727272727273,0.030303030303030304,0.15151515151515152,0.09090909090909091,0.8787878787878788,0.09090909090909091,0.0,0.030303030303030304,0.4,0.0,0.15,0.45
2,0.6912751677852349,0.1342281879194631,0.10738255033557047,0.06711409395973154,0.45,0.15,0.125,0.275,0.525,0.125,0.2,0.15,0.06557377049180328,0.06557377049180328,0.09016393442622951,0.7786885245901639
3,0.5483870967741935,0.17511520737327188,0.17511520737327188,0.10138248847926268,0.4235294117647059,0.2,0.2,0.17647058823529413,0.45348837209302323,0.2558139534883721,0.1744186046511628,0.11627906976744186,0.16326530612244897,0.05442176870748299,0.10204081632653061,0.6802721088435374
4,0.5598802395209581,0.17065868263473055,0.17664670658682635,0.09281437125748503,0.421875,0.1875,0.203125,0.1875,0.4453125,0.2578125,0.1484375,0.1484375,0.2571428571428571,0.09285714285714286,0.16428571428571428,0.4857142857142857
5,0.7787481804949054,0.10189228529839883,0.08879184861717612,0.03056768558951965,0.6629213483146067,0.06741573033707865,0.0898876404494382,0.1797752808988764,0.7888888888888889,0.13333333333333333,0.044444444444444446,0.03333333333333333,0.27586206896551724,0.0,0.1839080459770115,0.5402298850574713
6,0.5621890547263682,0.1791044776119403,0.16417910447761194,0.0945273631840796,0.3961038961038961,0.18181818181818182,0.21428571428571427,0.2077922077922078,0.461038961038961,0.2077922077922078,0.15584415584415584,0.17532467532467533,0.2727272727272727,0.14935064935064934,0.2077922077922078,0.37012987012987014
7,0.6049382716049383,0.16666666666666666,0.13580246913580246,0.09259259259259259,0.5098039215686274,0.11764705882352941,0.1568627450980392,0.21568627450980393,0.5247524752475248,0.19801980198019803,0.19801980198019803,0.07920792079207921,0.09502262443438914,0.07239819004524888,0.09502262443438914,0.7375565610859729
8,0.5493827160493827,0.19135802469135801,0.1419753086419753,0.11728395061728394,0.359375,0.15625,0.203125,0.28125,0.47692307692307695,0.16923076923076924,0.16923076923076924,0.18461538461538463,0.19791666666666666,0.13541666666666666,0.19791666666666666,0.46875
9,0.6961770623742455,0.12474849094567404,0.1267605633802817,0.052313883299798795,0.5371900826446281,0.15702479338842976,0.1487603305785124,0.15702479338842976,0.5206611570247934,0.21487603305785125,0.17355371900826447,0.09090909090909091,0.13872832369942195,0.07514450867052024,0.10982658959537572,0.6763005780346821
